app/code/core/Mage/Admin/Model/Session.php,102,admin_session_user_login_success
app/code/core/Mage/Admin/Model/Session.php,112,admin_session_user_login_failed
app/code/core/Mage/Admin/Model/User.php,344,admin_user_authenticate_after
app/code/core/Mage/Adminhtml/Block/Catalog/Category/Tabs.php,157,adminhtml_catalog_category_tabs
app/code/core/Mage/Adminhtml/Block/Catalog/Category/Tree.php,284,adminhtml_catalog_category_tree_is_moveable
app/code/core/Mage/Adminhtml/Block/Catalog/Category/Tree.php,322,adminhtml_catalog_category_tree_can_add_root_category
app/code/core/Mage/Adminhtml/Block/Catalog/Category/Tree.php,342,adminhtml_catalog_category_tree_can_add_sub_category
app/code/core/Mage/Adminhtml/Block/Catalog/Product/Attribute/Edit/Tab/Main.php,71,adminhtml_product_attribute_types
app/code/core/Mage/Adminhtml/Block/Catalog/Product/Attribute/Edit/Tab/Main.php,242,adminhtml_catalog_product_attribute_edit_prepare_form
app/code/core/Mage/Adminhtml/Block/Catalog/Product/Attribute/New/Product/Attributes.php,64,adminhtml_catalog_product_edit_prepare_form
app/code/core/Mage/Adminhtml/Block/Catalog/Product/Attribute/New/Product/Attributes.php,80,adminhtml_catalog_product_edit_element_types
app/code/core/Mage/Adminhtml/Block/Catalog/Product/Attribute/Set/Main.php,406,adminhtml_catalog_product_attribute_set_main_html_before
app/code/core/Mage/Adminhtml/Block/Catalog/Product/Attribute/Set/Toolbar/Main.php,68,adminhtml_catalog_product_attribute_set_toolbar_main_html_before
app/code/core/Mage/Adminhtml/Block/Catalog/Product/Edit/Action/Attribute/Tab/Attributes.php,48,adminhtml_catalog_product_form_prepare_excluded_field_list
app/code/core/Mage/Adminhtml/Block/Catalog/Product/Edit/Tab/Attributes/Create.php,85,adminhtml_catalog_product_edit_tab_attributes_create_html_before
app/code/core/Mage/Adminhtml/Block/Catalog/Product/Edit/Tab/Attributes.php,135,adminhtml_catalog_product_edit_prepare_form
app/code/core/Mage/Adminhtml/Block/Catalog/Product/Edit/Tab/Attributes.php,153,adminhtml_catalog_product_edit_element_types
app/code/core/Mage/Adminhtml/Block/Catalog/Product/Edit/Tab/Price/Recurring.php,42,catalog_product_edit_form_render_recurring
app/code/core/Mage/Adminhtml/Block/Cms/Page/Edit/Tab/Content.php,98,adminhtml_cms_page_edit_tab_content_prepare_form
